date,group,product,sales
2018-11-26,CA,camping,10144
2018-11-26,CA,hiking,13259
2018-11-26,AU,hobbies,8383
2018-11-26,AU,outdoor,3172
2018-11-26,AU,retail,3480
2018-11-27,CA,camping,8924
2018-11-27,AU,hobbies,8324
2018-11-27,CA,hiking,13014
2018-11-27,AU,outdoor,2779
2018-11-27,AU,retail,3591
2018-11-28,CA,camping,7789
2018-11-28,AU,hobbies,6604
2018-11-28,AU,retail,2009
2018-11-28,AU,outdoor,2379
2018-11-28,CA,hiking,10108
2018-11-29,CA,hiking,12100
2018-11-29,AU,outdoor,4042
2018-11-29,AU,retail,3553
2018-11-29,CA,camping,8247
2018-11-29,AU,hobbies,8966
2018-11-30,AU,outdoor,2457
2018-11-30,CA,camping,10588
2018-11-30,AU,hobbies,7403
2018-11-30,AU,retail,5222
2018-11-30,CA,hiking,14752
2018-12-01,AU,retail,4072
2018-12-01,AU,outdoor,2295
2018-12-01,AU,hobbies,8038
2018-12-01,CA,camping,7886
2018-12-01,CA,hiking,13740
2018-12-02,AU,hobbies,7070
2018-12-02,CA,camping,7446
2018-12-02,AU,outdoor,2629
2018-12-02,CA,hiking,12224
2018-12-02,AU,retail,1748
2018-12-03,CA,camping,8734
2018-12-03,CA,hiking,11924
2018-12-03,AU,hobbies,7592
2018-12-03,AU,retail,3728
2018-12-03,AU,outdoor,3501
2018-12-04,CA,camping,8490
2018-12-04,AU,hobbies,6427
2018-12-04,AU,outdoor,4005
2018-12-04,CA,hiking,12934
2018-12-04,AU,retail,3655
2018-12-05,CA,camping,7343
2018-12-05,AU,hobbies,7594
2018-12-05,AU,outdoor,1594
2018-12-05,CA,hiking,13360
2018-12-05,AU,retail,4148
2018-12-06,AU,outdoor,2657
2018-12-06,CA,hiking,12187
2018-12-06,AU,hobbies,6485
2018-12-06,CA,camping,8294
2018-12-06,AU,retail,3893
2018-12-07,CA,camping,8989
2018-12-07,AU,outdoor,3206
2018-12-07,AU,retail,3759
2018-12-07,CA,hiking,12027
2018-12-07,AU,hobbies,8068
2018-12-08,CA,camping,7518
2018-12-08,AU,outdoor,4102
2018-12-08,AU,retail,3703
2018-12-08,CA,hiking,11339
2018-12-08,AU,hobbies,7777
2018-12-09,AU,outdoor,3006
2018-12-09,AU,retail,4747
2018-12-09,CA,hiking,12089
2018-12-09,CA,camping,8413
2018-12-09,AU,hobbies,7617
2018-12-10,AU,hobbies,8858
2018-12-10,CA,camping,9416
2018-12-10,AU,outdoor,2642
2018-12-10,AU,retail,4184
2018-12-10,CA,hiking,12161
2018-12-11,CA,camping,8736
2018-12-11,AU,outdoor,2863
2018-12-11,CA,hiking,10195
2018-12-11,AU,retail,4565
2018-12-11,AU,hobbies,7302
2018-12-12,AU,outdoor,2613
2018-12-12,CA,hiking,11459
2018-12-12,CA,camping,5662
2018-12-12,AU,hobbies,6860
2018-12-12,AU,retail,3633
2018-12-13,AU,outdoor,3240
2018-12-13,AU,hobbies,8669
2018-12-13,CA,camping,9044
2018-12-13,CA,hiking,10547
2018-12-13,AU,retail,3178
2018-12-14,CA,hiking,11857
2018-12-14,AU,hobbies,9502
2018-12-14,CA,camping,7152
2018-12-14,AU,retail,4604
2018-12-14,AU,outdoor,4625
2018-12-15,CA,camping,8659
2018-12-15,AU,retail,4241
2018-12-15,CA,hiking,11013
2018-12-15,AU,hobbies,9163
2018-12-15,AU,outdoor,2147
2018-12-16,AU,hobbies,8600
2018-12-16,AU,outdoor,2020
2018-12-16,AU,retail,5160
2018-12-16,CA,camping,6842
2018-12-16,CA,hiking,10987
2018-12-17,AU,outdoor,5165
2018-12-17,AU,hobbies,9185
2018-12-17,CA,hiking,10846
2018-12-17,CA,camping,7993
2018-12-17,AU,retail,4656
2018-12-18,AU,outdoor,4221
2018-12-18,CA,camping,7835
2018-12-18,CA,hiking,10885
2018-12-18,AU,hobbies,9447
2018-12-18,AU,retail,3806
2018-12-19,CA,hiking,9912
2018-12-19,CA,camping,7353
2018-12-19,AU,retail,3015
2018-12-19,AU,outdoor,3645
2018-12-19,AU,hobbies,8795
2018-12-20,AU,hobbies,7386
2018-12-20,CA,camping,8162
2018-12-20,AU,outdoor,3580
2018-12-20,AU,retail,3092
2018-12-20,CA,hiking,11412
2018-12-21,CA,camping,7394
2018-12-21,AU,retail,5788
2018-12-21,AU,hobbies,9879
2018-12-21,CA,hiking,11632
2018-12-21,AU,outdoor,3574
2018-12-22,AU,outdoor,4334
2018-12-22,AU,retail,4168
2018-12-22,AU,hobbies,8024
2018-12-22,CA,hiking,11478
2018-12-22,CA,camping,7887
2018-12-23,AU,retail,1790
2018-12-23,AU,hobbies,10163
2018-12-23,CA,camping,9212
2018-12-23,CA,hiking,10400
2018-12-23,AU,outdoor,4218
2018-12-24,CA,camping,8730
2018-12-24,AU,hobbies,8718
2018-12-24,AU,retail,6623
2018-12-24,AU,outdoor,3754
2018-12-24,CA,hiking,10532
2018-12-25,CA,hiking,9360
2018-12-25,AU,retail,4792
2018-12-25,CA,camping,8549
2018-12-25,AU,hobbies,10261
2018-12-25,AU,outdoor,3037
2018-12-26,CA,camping,7887
2018-12-26,AU,outdoor,3996
2018-12-26,AU,retail,1933
2018-12-26,CA,hiking,10162
2018-12-26,AU,hobbies,8936
2018-12-27,AU,retail,3567
2018-12-27,CA,camping,8528
2018-12-27,AU,outdoor,4148
2018-12-27,CA,hiking,9346
2018-12-27,AU,hobbies,8169
2018-12-28,AU,hobbies,9557
2018-12-28,CA,hiking,10000
2018-12-28,AU,retail,4578
2018-12-28,AU,outdoor,4161
2018-12-28,CA,camping,8284
2018-12-29,AU,hobbies,1148
2018-12-29,AU,retail,4069
2018-12-29,CA,hiking,9786
2018-12-29,AU,outdoor,3841
2018-12-29,CA,camping,7934
2018-12-30,AU,retail,5443
2018-12-30,CA,hiking,10035
2018-12-30,AU,outdoor,4459
2018-12-30,AU,hobbies,8581
2018-12-30,CA,camping,9098
2018-12-31,AU,outdoor,3527
2018-12-31,AU,retail,4999
2018-12-31,AU,hobbies,9957
2018-12-31,CA,hiking,10762
2018-12-31,CA,camping,8484
2019-01-01,CA,camping,9092
2019-01-01,AU,retail,4608
2019-01-01,AU,hobbies,8696
2019-01-01,CA,hiking,9938
2019-01-01,AU,outdoor,3871
2019-01-02,AU,hobbies,8696
2019-01-02,AU,retail,2947
2019-01-02,CA,hiking,9287
2019-01-02,CA,camping,8345
2019-01-02,AU,outdoor,4037
2019-01-03,CA,hiking,9398
2019-01-03,AU,hobbies,9749
2019-01-03,CA,camping,9405
2019-01-03,AU,outdoor,5058
2019-01-03,AU,retail,4626
2019-01-04,CA,hiking,9412
2019-01-04,CA,camping,9928
2019-01-04,AU,retail,4929
2019-01-04,AU,hobbies,9928
2019-01-04,AU,outdoor,2016
2019-01-05,AU,retail,3461
2019-01-05,CA,hiking,9745
2019-01-05,CA,camping,1073
2019-01-05,AU,outdoor,4289
2019-01-05,AU,hobbies,9600
2019-01-06,CA,camping,9355
2019-01-06,AU,retail,4164
2019-01-06,AU,outdoor,3030
2019-01-06,AU,hobbies,9849
2019-01-06,CA,hiking,8199
2019-01-07,AU,outdoor,4497
2019-01-07,CA,camping,10289
2019-01-07,CA,hiking,9553
2019-01-07,AU,retail,5366
2019-01-07,AU,hobbies,10435
2019-01-08,CA,hiking,9227
2019-01-08,CA,camping,10222
2019-01-08,AU,outdoor,4736
2019-01-08,AU,hobbies,10299
2019-01-08,AU,retail,2675
2019-01-09,AU,retail,3580
2019-01-09,CA,hiking,8832
2019-01-09,AU,hobbies,9281
2019-01-09,AU,outdoor,4517
2019-01-09,CA,camping,9482
2019-01-10,AU,retail,4341
2019-01-10,AU,hobbies,9004
2019-01-10,CA,hiking,7704
2019-01-10,CA,camping,9700
2019-01-10,AU,outdoor,3972
2019-01-11,CA,camping,10083
2019-01-11,CA,hiking,9615
2019-01-11,AU,outdoor,3546
2019-01-11,AU,retail,5364
2019-01-11,AU,hobbies,9588
2019-01-12,CA,camping,9780
2019-01-12,CA,hiking,0
2019-01-12,AU,outdoor,3107
2019-01-12,AU,retail,4482
2019-01-12,AU,hobbies,8913
2019-01-13,CA,camping,8507
2019-01-13,AU,outdoor,3199
2019-01-13,AU,retail,5418
2019-01-13,CA,hiking,9082
2019-01-13,AU,hobbies,10148
2019-01-14,CA,camping,10930
2019-01-14,AU,retail,4944
2019-01-14,AU,outdoor,3320
2019-01-14,AU,hobbies,8474
2019-01-14,CA,hiking,10357
2019-01-15,CA,camping,8871
2019-01-15,AU,outdoor,3873
2019-01-15,AU,retail,4545
2019-01-15,CA,hiking,9205
2019-01-15,AU,hobbies,10966
2019-01-16,AU,retail,3385
2019-01-16,AU,hobbies,7207
2019-01-16,AU,outdoor,20
2019-01-16,CA,hiking,8774
2019-01-16,CA,camping,9290
2019-01-17,AU,hobbies,8997
2019-01-17,CA,camping,9839
2019-01-17,AU,retail,2843
2019-01-17,CA,hiking,9840
2019-01-17,AU,outdoor,4839
2019-01-18,CA,hiking,9277
2019-01-18,AU,outdoor,3698
2019-01-18,AU,hobbies,8779
2019-01-18,CA,camping,8813
2019-01-18,AU,retail,6095
2019-01-19,CA,hiking,8800
2019-01-19,AU,hobbies,552
2019-01-19,AU,outdoor,2458
2019-01-19,CA,camping,8027
2019-01-19,AU,retail,4704
2019-01-20,CA,camping,7882
2019-01-20,AU,outdoor,2743
2019-01-20,AU,retail,5611
2019-01-20,CA,hiking,9903
2019-01-20,AU,hobbies,8297
2019-01-21,CA,hiking,10299
2019-01-21,AU,retail,4297
2019-01-21,AU,outdoor,0
2019-01-21,AU,hobbies,8045
2019-01-21,CA,camping,7846
2019-01-22,AU,hobbies,7076
2019-01-22,CA,hiking,9501
2019-01-22,CA,camping,8874
2019-01-22,AU,retail,4761
2019-01-22,AU,outdoor,3056
2019-01-23,AU,hobbies,7500
2019-01-23,CA,hiking,9313
2019-01-23,AU,outdoor,4153
2019-01-23,AU,retail,5144
2019-01-23,CA,camping,8315
2019-01-24,AU,retail,3190
2019-01-24,AU,hobbies,8529
2019-01-24,CA,hiking,10319
2019-01-24,AU,outdoor,3346
2019-01-24,CA,camping,8204
2019-01-25,AU,outdoor,5309
2019-01-25,AU,hobbies,9657
2019-01-25,AU,retail,4841
2019-01-25,CA,hiking,11767
2019-01-25,CA,camping,9190
2019-01-26,AU,retail,6903
2019-01-26,AU,outdoor,2800
2019-01-26,CA,hiking,9398
2019-01-26,CA,camping,6721
2019-01-26,AU,hobbies,7591
2019-01-27,AU,retail,5305
2019-01-27,AU,outdoor,5356
2019-01-27,CA,hiking,9489
2019-01-27,CA,camping,8531
2019-01-27,AU,hobbies,7691
2019-01-28,CA,hiking,10678
2019-01-28,CA,camping,8439
2019-01-28,AU,outdoor,4203
2019-01-28,AU,hobbies,6773
2019-01-28,AU,retail,5790
2019-01-29,AU,outdoor,5487
2019-01-29,AU,retail,4063
2019-01-29,CA,hiking,10709
2019-01-29,CA,camping,8213
2019-01-29,AU,hobbies,6218
2019-01-30,AU,retail,3662
2019-01-30,CA,hiking,9814
2019-01-30,AU,hobbies,7737
2019-01-30,CA,camping,8175
2019-01-30,AU,outdoor,4143
2019-01-31,CA,hiking,10715
2019-01-31,AU,hobbies,6928
2019-01-31,AU,outdoor,4216
2019-01-31,CA,camping,7761
2019-01-31,AU,retail,5753
2019-02-01,AU,outdoor,3199
2019-02-01,CA,hiking,10776
2019-02-01,AU,retail,6605
2019-02-01,AU,hobbies,7769
2019-02-01,CA,camping,10878
2019-02-02,AU,outdoor,4019
2019-02-02,AU,retail,4992
2019-02-02,CA,camping,7263
2019-02-02,CA,hiking,10109
2019-02-02,AU,hobbies,8029
2019-02-03,AU,retail,4724
2019-02-03,CA,hiking,9539
2019-02-03,AU,outdoor,3512
2019-02-03,AU,hobbies,7612
2019-02-03,CA,camping,7682
2019-02-04,AU,retail,5347
2019-02-04,CA,hiking,12407
2019-02-04,AU,hobbies,8441
2019-02-04,CA,camping,7461
2019-02-04,AU,outdoor,5658
2019-02-05,AU,retail,5730
2019-02-05,AU,outdoor,4997
2019-02-05,AU,hobbies,6889
2019-02-05,CA,hiking,9702
2019-02-05,CA,camping,8690
2019-02-06,AU,outdoor,4532
2019-02-06,AU,hobbies,6928
2019-02-06,CA,hiking,11285
2019-02-06,AU,retail,4285
2019-02-06,CA,camping,8985
2019-02-07,AU,hobbies,6938
2019-02-07,CA,camping,7194
2019-02-07,AU,retail,4335
2019-02-07,CA,hiking,9850
2019-02-07,AU,outdoor,5477
2019-02-08,CA,hiking,11264
2019-02-08,CA,camping,7205
2019-02-08,AU,hobbies,8030
2019-02-08,AU,outdoor,5599
2019-02-08,AU,retail,6702
2019-02-09,CA,camping,6496
2019-02-09,AU,retail,5277
2019-02-09,AU,outdoor,5811
2019-02-09,AU,hobbies,8168
2019-02-09,CA,hiking,10691
2019-02-10,AU,hobbies,8339
2019-02-10,AU,retail,4560
2019-02-10,CA,camping,6903
2019-02-10,AU,outdoor,5076
2019-02-10,CA,hiking,10096
2019-02-11,AU,hobbies,7775
2019-02-11,AU,outdoor,6860
2019-02-11,AU,retail,5244
2019-02-11,CA,camping,8038
2019-02-11,CA,hiking,10422
2019-02-12,AU,retail,4702
2019-02-12,CA,hiking,10291
2019-02-12,AU,hobbies,8521
2019-02-12,AU,outdoor,5069
2019-02-12,CA,camping,8311
2019-02-13,AU,hobbies,7747
2019-02-13,CA,camping,5134
2019-02-13,AU,retail,3551
2019-02-13,CA,hiking,11255
2019-02-13,AU,outdoor,4360
2019-02-14,AU,retail,5767
2019-02-14,CA,camping,5733
2019-02-14,CA,hiking,10953
2019-02-14,AU,hobbies,9041
2019-02-14,AU,outdoor,6303
2019-02-15,AU,hobbies,681
2019-02-15,CA,hiking,11376
2019-02-15,CA,camping,5782
2019-02-15,AU,outdoor,5508
2019-02-15,AU,retail,4432
2019-02-16,AU,retail,5640
2019-02-16,AU,hobbies,7694
2019-02-16,CA,hiking,10052
2019-02-16,CA,camping,6924
2019-02-16,AU,outdoor,7652
2019-02-17,CA,camping,6743
2019-02-17,AU,retail,6399
2019-02-17,AU,hobbies,7823
2019-02-17,AU,outdoor,6617
2019-02-17,CA,hiking,11010
2019-02-18,CA,camping,7289
2019-02-18,AU,retail,4770
2019-02-18,AU,hobbies,9592
2019-02-18,CA,hiking,11031
2019-02-18,AU,outdoor,7887
2019-02-19,CA,camping,7241
2019-02-19,AU,hobbies,7012
2019-02-19,AU,retail,5961
2019-02-19,AU,outdoor,7166
2019-02-19,CA,hiking,10487
2019-02-20,AU,hobbies,8014
2019-02-20,AU,retail,4147
2019-02-20,CA,hiking,10443
2019-02-20,AU,outdoor,5912
2019-02-20,CA,camping,5485
2019-02-21,AU,hobbies,8313
2019-02-21,CA,hiking,8917
2019-02-21,AU,outdoor,6470
2019-02-21,AU,retail,4904
2019-02-21,CA,camping,5414
2019-02-22,AU,outdoor,5799
2019-02-22,AU,hobbies,8382
2019-02-22,CA,camping,5599
2019-02-22,CA,hiking,9958
2019-02-22,AU,retail,6258
2019-02-23,AU,retail,7023
2019-02-23,AU,outdoor,7013
2019-02-23,CA,camping,6926
2019-02-23,CA,hiking,10729
2019-02-23,AU,hobbies,11318
2019-02-24,AU,retail,4830
2019-02-24,CA,camping,4166
2019-02-24,AU,hobbies,10161
2019-02-24,CA,hiking,11551
2019-02-24,AU,outdoor,5460
2019-02-25,AU,hobbies,8837
2019-02-25,AU,outdoor,8915
2019-02-25,CA,camping,6833
2019-02-25,CA,hiking,9657
2019-02-25,AU,retail,5052
2019-02-26,AU,hobbies,10814
2019-02-26,CA,camping,5246
2019-02-26,CA,hiking,11381
2019-02-26,AU,outdoor,7871
2019-02-26,AU,retail,5973
2019-02-27,CA,hiking,10095
2019-02-27,AU,retail,6428
2019-02-27,AU,hobbies,7786
2019-02-27,CA,camping,6254
2019-02-27,AU,outdoor,6392
2019-02-28,AU,hobbies,8755
2019-02-28,AU,retail,5989
2019-02-28,CA,camping,6754
2019-02-28,AU,outdoor,6310
2019-02-28,CA,hiking,10946
2019-03-01,AU,retail,7075
2019-03-01,CA,hiking,10799
2019-03-01,CA,camping,5108
2019-03-01,AU,outdoor,6809
2019-03-01,AU,hobbies,10852
2019-03-02,CA,camping,6319
2019-03-02,CA,hiking,11133
2019-03-02,AU,hobbies,11388
2019-03-02,AU,retail,5573
2019-03-02,AU,outdoor,7108
2019-03-03,CA,camping,5619
2019-03-03,AU,hobbies,11091
2019-03-03,AU,retail,4845
2019-03-03,CA,hiking,10773
2019-03-03,AU,outdoor,7340
2019-03-04,AU,retail,7714
2019-03-04,AU,outdoor,7121
2019-03-04,CA,camping,6792
2019-03-04,AU,hobbies,10455
2019-03-04,CA,hiking,10197
2019-03-05,AU,hobbies,10543
2019-03-05,AU,retail,6568
2019-03-05,AU,outdoor,7609
2019-03-05,CA,hiking,9760
2019-03-05,CA,camping,5219
2019-03-06,CA,camping,6010
2019-03-06,AU,retail,6793
2019-03-06,CA,hiking,10872
2019-03-06,AU,hobbies,9978
2019-03-06,AU,outdoor,6437
2019-03-07,AU,retail,5951
2019-03-07,CA,hiking,10068
2019-03-07,AU,outdoor,6354
2019-03-07,CA,camping,5247
2019-03-07,AU,hobbies,10417
2019-03-08,AU,hobbies,11319
2019-03-08,AU,outdoor,7732
2019-03-08,CA,camping,6550
2019-03-08,AU,retail,7606
2019-03-08,CA,hiking,11319
2019-03-09,CA,camping,4657
2019-03-09,AU,outdoor,7584
2019-03-09,AU,retail,6836
2019-03-09,AU,hobbies,8964
2019-03-09,CA,hiking,10506
2019-03-10,CA,camping,4393
2019-03-10,CA,hiking,9445
2019-03-10,AU,outdoor,6958
2019-03-10,AU,retail,6416
2019-03-10,AU,hobbies,10533
2019-03-11,AU,outdoor,6226
2019-03-11,AU,retail,8906
2019-03-11,AU,hobbies,9763
2019-03-11,CA,hiking,10368
2019-03-11,CA,camping,6115
2019-03-12,CA,hiking,11331
2019-03-12,AU,retail,6102
2019-03-12,AU,hobbies,10299
2019-03-12,AU,outdoor,7452
2019-03-12,CA,camping,5516
2019-03-13,CA,camping,5082
2019-03-13,AU,outdoor,5784
2019-03-13,AU,retail,5547
2019-03-13,CA,hiking,10209
2019-03-13,AU,hobbies,10479
2019-03-14,AU,hobbies,11472
2019-03-14,CA,camping,4187
2019-03-14,AU,outdoor,781
2019-03-14,AU,retail,6045
2019-03-14,CA,hiking,10500
2019-03-15,AU,hobbies,10636
2019-03-15,AU,outdoor,6926
2019-03-15,CA,camping,4187
2019-03-15,AU,retail,7427
2019-03-15,CA,hiking,11078
2019-03-16,CA,hiking,11434
2019-03-16,AU,retail,7036
2019-03-16,AU,outdoor,5853
2019-03-16,AU,hobbies,11585
2019-03-16,CA,camping,5326
2019-03-17,CA,hiking,10264
2019-03-17,AU,retail,6808
2019-03-17,AU,outdoor,6587
2019-03-17,AU,hobbies,11302
2019-03-17,CA,camping,5669
2019-03-18,CA,camping,4750
2019-03-18,CA,hiking,10015
2019-03-18,AU,outdoor,7000
2019-03-18,AU,retail,6928
2019-03-18,AU,hobbies,12215
2019-03-19,AU,hobbies,11364
2019-03-19,CA,hiking,10501
2019-03-19,AU,retail,9339
2019-03-19,CA,camping,5492
2019-03-19,AU,outdoor,7854
2019-03-20,CA,camping,4713
2019-03-20,CA,hiking,9463
2019-03-20,AU,hobbies,10192
2019-03-20,AU,outdoor,6645
2019-03-20,AU,retail,7058
2019-03-21,CA,hiking,10900
2019-03-21,AU,hobbies,11031
2019-03-21,AU,outdoor,7111
2019-03-21,AU,retail,6401
2019-03-21,CA,camping,4934
2019-03-22,CA,hiking,10522
2019-03-22,AU,outdoor,7379
2019-03-22,AU,hobbies,11917
2019-03-22,CA,camping,5408
2019-03-22,AU,retail,8092
2019-03-23,AU,retail,8338
2019-03-23,AU,outdoor,6422
2019-03-23,CA,camping,4659
2019-03-23,CA,hiking,11154
2019-03-23,AU,hobbies,8533
2019-03-24,AU,retail,8079
2019-03-24,AU,outdoor,6937
2019-03-24,CA,camping,4636
2019-03-24,CA,hiking,9800
2019-03-24,AU,hobbies,11206
2019-03-25,AU,outdoor,6734
2019-03-25,CA,camping,5182
2019-03-25,CA,hiking,10202
2019-03-25,AU,hobbies,10682
2019-03-25,AU,retail,8388
2019-03-26,AU,hobbies,10217
2019-03-26,CA,hiking,9096
2019-03-26,AU,outdoor,5810
2019-03-26,CA,camping,5010
2019-03-26,AU,retail,6800
2019-03-27,CA,hiking,8147
2019-03-27,AU,outdoor,5100
2019-03-27,AU,hobbies,10469
2019-03-27,AU,retail,7728
2019-03-27,CA,camping,5587
2019-03-28,AU,hobbies,10630
2019-03-28,CA,hiking,8138
2019-03-28,CA,camping,4439
2019-03-28,AU,retail,8652
2019-03-28,AU,outdoor,6737
2019-03-29,AU,retail,6998
2019-03-29,AU,hobbies,12015
2019-03-29,AU,outdoor,6373
2019-03-29,CA,camping,4519
2019-03-29,CA,hiking,10239
2019-03-30,AU,outdoor,6681
2019-03-30,AU,retail,8491
2019-03-30,CA,camping,4590
2019-03-30,AU,hobbies,10818
2019-03-30,CA,hiking,8833
2019-03-31,AU,hobbies,11196
2019-03-31,CA,camping,4623
2019-03-31,AU,outdoor,6042
2019-03-31,CA,hiking,7579
2019-03-31,AU,retail,8180
2019-04-01,AU,hobbies,11745
2019-04-01,AU,retail,8213
2019-04-01,CA,camping,5921
2019-04-01,AU,outdoor,6917
2019-04-01,CA,hiking,9262
2019-04-02,AU,outdoor,6604
2019-04-02,CA,camping,3583
2019-04-02,AU,hobbies,12404
2019-04-02,AU,retail,8159
2019-04-02,CA,hiking,7675
2019-04-03,AU,outdoor,5951
2019-04-03,AU,hobbies,10865
2019-04-03,AU,retail,8199
2019-04-03,CA,hiking,8665
2019-04-03,CA,camping,5157
2019-04-04,AU,outdoor,8044
2019-04-04,CA,hiking,9652
2019-04-04,CA,camping,5093
2019-04-04,AU,retail,8160
2019-04-04,AU,hobbies,10209
2019-04-05,AU,retail,8304
2019-04-05,CA,hiking,8769
2019-04-05,CA,camping,4761
2019-04-05,AU,outdoor,6032
2019-04-05,AU,hobbies,10728
2019-04-06,AU,outdoor,5269
2019-04-06,CA,hiking,9403
2019-04-06,CA,camping,4611
2019-04-06,AU,hobbies,11427
2019-04-06,AU,retail,6994
2019-04-07,CA,camping,4570
2019-04-07,AU,retail,8165
2019-04-07,AU,hobbies,12005
2019-04-07,CA,hiking,8336
2019-04-07,AU,outdoor,6217
2019-04-08,CA,camping,5905
2019-04-08,AU,retail,7570
2019-04-08,AU,hobbies,11564
2019-04-08,CA,hiking,8776
2019-04-08,AU,outdoor,6744
2019-04-09,AU,retail,7531
2019-04-09,CA,camping,4547
2019-04-09,AU,hobbies,11073
2019-04-09,AU,outdoor,7642
2019-04-09,CA,hiking,6419
2019-04-10,CA,hiking,8162
2019-04-10,AU,outdoor,6748
2019-04-10,CA,camping,3660
2019-04-10,AU,retail,7405
2019-04-10,AU,hobbies,11714
2019-04-11,AU,hobbies,10538
2019-04-11,CA,hiking,8907
2019-04-11,AU,outdoor,7746
2019-04-11,AU,retail,8306
2019-04-11,CA,camping,5315
2019-04-12,AU,outdoor,7261
2019-04-12,CA,hiking,7090
2019-04-12,AU,hobbies,13026
2019-04-12,AU,retail,8259
2019-04-12,CA,camping,5203
2019-04-13,AU,hobbies,11545
2019-04-13,CA,hiking,5859
2019-04-13,AU,outdoor,7891
2019-04-13,AU,retail,8627
2019-04-13,CA,camping,5900
2019-04-14,CA,hiking,7843
2019-04-14,AU,retail,6977
2019-04-14,AU,hobbies,10873
2019-04-14,AU,outdoor,6502
2019-04-14,CA,camping,6355
2019-04-15,CA,camping,5976
2019-04-15,AU,hobbies,0
2019-04-15,AU,retail,9261
2019-04-15,CA,hiking,7175
2019-04-15,AU,outdoor,7920
2019-04-16,AU,hobbies,11190
2019-04-16,CA,hiking,7086
2019-04-16,AU,retail,7444
2019-04-16,CA,camping,4621
2019-04-16,AU,outdoor,8475
2019-04-17,AU,hobbies,10297
2019-04-17,CA,hiking,7869
2019-04-17,CA,camping,4394
2019-04-17,AU,retail,5939
2019-04-17,AU,outdoor,8282
2019-04-18,AU,retail,6609
2019-04-18,CA,camping,4781
2019-04-18,AU,outdoor,8191
2019-04-18,CA,hiking,8581
2019-04-18,AU,hobbies,10841
2019-04-19,AU,outdoor,7194
2019-04-19,AU,retail,7398
2019-04-19,CA,camping,5394
2019-04-19,CA,hiking,7594
2019-04-19,AU,hobbies,9689
2019-04-20,AU,outdoor,7214
2019-04-20,CA,hiking,6756
2019-04-20,AU,retail,8034
2019-04-20,CA,camping,3987
2019-04-20,AU,hobbies,8768
2019-04-21,AU,hobbies,10700
2019-04-21,CA,hiking,9108
2019-04-21,AU,retail,7257
2019-04-21,AU,outdoor,8805
2019-04-21,CA,camping,4307
2019-04-22,CA,hiking,7340
2019-04-22,CA,camping,6422
2019-04-22,AU,retail,8138
2019-04-22,AU,hobbies,9682
2019-04-22,AU,outdoor,8435
2019-04-23,CA,camping,5868
2019-04-23,AU,hobbies,12171
2019-04-23,CA,hiking,5836
2019-04-23,AU,retail,7903
2019-04-23,AU,outdoor,7393
2019-04-24,AU,hobbies,10230
2019-04-24,CA,camping,4262
2019-04-24,CA,hiking,6250
2019-04-24,AU,outdoor,9209
2019-04-24,AU,retail,6854
2019-04-25,CA,hiking,5820
2019-04-25,AU,retail,7410
2019-04-25,AU,outdoor,8774
2019-04-25,AU,hobbies,10795
2019-04-25,CA,camping,5464
2019-04-26,CA,hiking,8642
2019-04-26,AU,hobbies,11792
2019-04-26,CA,camping,6563
2019-04-26,AU,outdoor,8999
2019-04-26,AU,retail,8683
2019-04-27,AU,hobbies,10263
2019-04-27,CA,hiking,7842
2019-04-27,AU,outdoor,9604
2019-04-27,CA,camping,5308
2019-04-27,AU,retail,7076
2019-04-28,AU,outdoor,9556
2019-04-28,CA,camping,4455
2019-04-28,AU,hobbies,12864
2019-04-28,AU,retail,7879
2019-04-28,CA,hiking,5643
2019-04-29,CA,hiking,7774
2019-04-29,CA,camping,6552
2019-04-29,AU,outdoor,9693
2019-04-29,AU,hobbies,11024
2019-04-29,AU,retail,8383
2019-04-30,CA,hiking,8200
2019-04-30,CA,camping,3553
2019-04-30,AU,hobbies,10198
2019-04-30,AU,retail,6994
2019-04-30,AU,outdoor,9087
2019-05-01,CA,camping,4092
2019-05-01,AU,hobbies,9884
2019-05-01,AU,outdoor,7569
2019-05-01,AU,retail,5829
2019-05-01,CA,hiking,8064
2019-05-02,AU,outdoor,8188
2019-05-02,AU,retail,8004
2019-05-02,AU,hobbies,10460
2019-05-02,CA,hiking,7483
2019-05-02,CA,camping,4869
2019-05-03,AU,hobbies,9663
2019-05-03,AU,retail,6906
2019-05-03,CA,camping,4299
2019-05-03,AU,outdoor,9634
2019-05-03,CA,hiking,8673
2019-05-04,CA,camping,4465
2019-05-04,AU,hobbies,11545
2019-05-04,CA,hiking,7082
2019-05-04,AU,outdoor,8638
2019-05-04,AU,retail,7112
2019-05-05,CA,camping,4506
2019-05-05,CA,hiking,8208
2019-05-05,AU,retail,7770
2019-05-05,AU,outdoor,7899
2019-05-05,AU,hobbies,12476
2019-05-06,CA,hiking,9420
2019-05-06,AU,outdoor,8937
2019-05-06,AU,hobbies,11567
2019-05-06,AU,retail,9956
2019-05-06,CA,camping,5719
2019-05-07,CA,camping,3733
2019-05-07,AU,hobbies,10618
2019-05-07,AU,outdoor,8277
2019-05-07,AU,retail,7172
2019-05-07,CA,hiking,8323
2019-05-08,CA,hiking,7615
2019-05-08,AU,retail,7252
2019-05-08,AU,outdoor,7388
2019-05-08,CA,camping,3476
2019-05-08,AU,hobbies,12212
2019-05-09,AU,hobbies,10410
2019-05-09,AU,retail,8000
2019-05-09,CA,hiking,7628
