date,location,product,sales,promo_multiplier,days_in_promo
2018-09-21,AU,hobbies,9459,1,0
2018-09-22,AU,retail,4531,1,0
2018-09-22,CA,camping,4973,1,0
2018-09-22,AU,outdoor,1236,1,0
2018-09-22,CA,hiking,13085,1,0
2018-09-22,AU,hobbies,7083,1,0
2018-09-23,CA,camping,6269,1,0
2018-09-23,AU,outdoor,2736,1,0
2018-09-23,CA,hiking,13422,1,0
2018-09-23,AU,hobbies,9367,1,0
2018-09-23,AU,retail,4193,1,0
2018-09-24,CA,hiking,12531,1,0
2018-09-24,AU,hobbies,7964,1,0
2018-09-24,AU,retail,5289,1,0
2018-09-24,CA,camping,8954,1,0
2018-09-24,AU,outdoor,2079,1,0
2018-09-25,AU,hobbies,9726,1,0
2018-09-25,CA,camping,8234,1,0
2018-09-25,AU,retail,4435,1,0
2018-09-25,AU,outdoor,2393,1,0
2018-09-25,CA,hiking,13116,1,0
2018-09-26,AU,outdoor,3796,1,0
2018-09-26,AU,retail,3242,1,0
2018-09-26,CA,camping,7210,1,0
2018-09-26,CA,hiking,13744,1,0
2018-09-26,AU,hobbies,8207,1,0
2018-09-27,AU,retail,3713,1,0
2018-09-27,CA,hiking,13226,1,0
2018-09-27,AU,hobbies,9195,1,0
2018-09-27,CA,camping,7465,1,0
2018-09-27,AU,outdoor,1681,1,0
2018-09-28,CA,hiking,12750,1,0
2018-09-28,AU,retail,4991,1,0
2018-09-28,CA,camping,6837,1,0
2018-09-28,AU,outdoor,2503,1,0
2018-09-28,AU,hobbies,7269,1,0
2018-09-29,AU,retail,4824,1,0
2018-09-29,CA,camping,7396,1,0
2018-09-29,AU,outdoor,3125,1,0
2018-09-29,AU,hobbies,8859,1,0
2018-09-29,CA,hiking,12467,1,0
2018-09-30,AU,outdoor,2785,1,0
2018-09-30,AU,retail,3246,1,0
2018-09-30,AU,hobbies,7946,1,0
2018-09-30,CA,hiking,13951,1,0
2018-09-30,CA,camping,8398,1,0
2018-10-01,AU,retail,5675,1,0
2018-10-01,CA,hiking,14156,1,0
2018-10-01,AU,outdoor,2873,1,0
2018-10-01,CA,camping,7113,1,0
2018-10-01,AU,hobbies,8090,1,0
2018-10-02,CA,hiking,13277,1,0
2018-10-02,AU,outdoor,3534,1,0
2018-10-02,CA,camping,8618,1,0
2018-10-02,AU,hobbies,8282,1,0
2018-10-02,AU,retail,2455,1,0
2018-10-03,CA,camping,5994,1,0
2018-10-03,AU,retail,3740,1,0
2018-10-03,AU,hobbies,10271,1,0
2018-10-03,AU,outdoor,3495,1,0
2018-10-03,CA,hiking,14321,1,0
2018-10-04,AU,outdoor,1926,1,0
2018-10-04,CA,camping,6278,1,0
2018-10-04,AU,hobbies,7361,1,0
2018-10-04,AU,retail,2859,1,0
2018-10-04,CA,hiking,14077,1,0
2018-10-05,AU,hobbies,9715,1,0
2018-10-05,CA,camping,7609,1,0
2018-10-05,CA,hiking,13078,1,0
2018-10-05,AU,outdoor,2065,1,0
2018-10-05,AU,retail,4146,1,0
2018-10-06,AU,retail,3776,1,0
2018-10-06,CA,camping,5968,1,0
2018-10-06,AU,outdoor,3656,1,0
2018-10-06,AU,hobbies,8263,1,0
2018-10-06,CA,hiking,13807,1,0
2018-10-07,CA,hiking,13191,1,0
2018-10-07,AU,retail,3519,1,0
2018-10-07,AU,outdoor,2183,1,0
2018-10-07,CA,camping,6831,1,0
2018-10-07,AU,hobbies,9061,1,0
2018-10-08,AU,retail,4084,1,0
2018-10-08,AU,hobbies,7590,1,0
2018-10-08,CA,camping,7579,1,0
2018-10-08,CA,hiking,13432,1,0
2018-10-08,AU,outdoor,4194,1,0
2018-10-09,CA,camping,8213,1,0
2018-10-09,CA,hiking,12879,1,0
2018-10-09,AU,hobbies,7835,1,0
2018-10-09,AU,retail,3532,1,0
2018-10-09,AU,outdoor,2683,1,0
2018-10-10,CA,camping,7391,1,0
2018-10-10,AU,hobbies,833,1,0
2018-10-10,CA,hiking,13611,1,0
2018-10-10,AU,retail,2190,1,0
2018-10-10,AU,outdoor,2178,1,0
2018-10-11,AU,retail,2857,1,0
2018-10-11,CA,camping,5840,1,0
2018-10-11,CA,hiking,11583,1,0
2018-10-11,AU,hobbies,8681,1,0
2018-10-11,AU,outdoor,3410,1,0
2018-10-12,AU,outdoor,3774,1,0
2018-10-12,AU,retail,3251,1,0
2018-10-12,CA,camping,7440,1,0
2018-10-12,CA,hiking,12242,1,0
2018-10-12,AU,hobbies,8534,1,0
2018-10-13,CA,hiking,12643,1,0
2018-10-13,AU,hobbies,7253,1,0
2018-10-13,AU,outdoor,2142,1,0
2018-10-13,AU,retail,3001,1,0
2018-10-13,CA,camping,6753,1,0
2018-10-14,CA,hiking,10722,1,0
2018-10-14,AU,outdoor,1891,1,0
2018-10-14,AU,retail,2861,1,0
2018-10-14,AU,hobbies,8581,1,0
2018-10-14,CA,camping,8282,1,0
2018-10-15,CA,camping,9551,1,0
2018-10-15,AU,hobbies,8751,1,0
2018-10-15,AU,outdoor,3697,1,0
2018-10-15,AU,retail,3951,1,0
2018-10-15,CA,hiking,12028,1,0
2018-10-16,AU,outdoor,5035,1,0
2018-10-16,AU,hobbies,8700,1,0
2018-10-16,CA,camping,8432,1,0
2018-10-16,CA,hiking,11104,1,0
2018-10-16,AU,retail,3816,1,0
2018-10-17,AU,retail,2933,1,0
2018-10-17,CA,camping,8745,1,0
2018-10-17,AU,outdoor,3537,1,0
2018-10-17,CA,hiking,11496,1,0
2018-10-17,AU,hobbies,7527,1,0
2018-10-18,AU,outdoor,3193,1,0
2018-10-18,AU,hobbies,8398,1,0
2018-10-18,CA,hiking,12612,1,0
2018-10-18,AU,retail,3971,1,0
2018-10-18,CA,camping,8907,1,0
2018-10-19,AU,outdoor,1623,1,0
2018-10-19,CA,hiking,9514,1,0
2018-10-19,AU,hobbies,8245,1,0
2018-10-19,AU,retail,3795,1,0
2018-10-19,CA,camping,8328,1,0
2018-10-20,AU,outdoor,2722,1,0
2018-10-20,AU,retail,1795,1,0
2018-10-20,AU,hobbies,8045,1,0
2018-10-20,CA,hiking,11883,1,0
2018-10-20,CA,camping,9466,1,0
2018-10-21,AU,outdoor,2644,1,0
2018-10-21,AU,retail,3198,1,0
2018-10-21,AU,hobbies,9511,1,0
2018-10-21,CA,hiking,10044,1,0
2018-10-21,CA,camping,8662,1,0
2018-10-22,CA,hiking,11571,1,0
2018-10-22,AU,hobbies,8650,1,0
2018-10-22,AU,outdoor,4148,1,0
2018-10-22,AU,retail,2730,1,0
2018-10-22,CA,camping,8551,1,0
2018-10-23,CA,camping,9854,1,0
2018-10-23,AU,retail,2093,1,0
2018-10-23,AU,hobbies,8964,1,0
2018-10-23,AU,outdoor,3818,1,0
2018-10-23,CA,hiking,11651,1,0
2018-10-24,CA,hiking,10348,1,0
2018-10-24,AU,retail,2739,1,0
2018-10-24,CA,camping,8209,1,0
2018-10-24,AU,hobbies,7910,1,0
2018-10-24,AU,outdoor,2905,1,0
2018-10-25,CA,camping,8859,1,0
2018-10-25,AU,outdoor,3272,1,0
2018-10-25,AU,hobbies,7201,1,0
2018-10-25,AU,retail,3117,1,0
2018-10-25,CA,hiking,12137,1,0
2018-10-26,CA,camping,9069,1,0
2018-10-26,AU,outdoor,3572,1,0
2018-10-26,CA,hiking,9636,1,0
2018-10-26,AU,retail,3043,1,0
2018-10-26,AU,hobbies,8964,1,0
2018-10-27,AU,retail,2916,1,0
2018-10-27,AU,hobbies,8558,1,0
2018-10-27,CA,camping,10166,1,0
2018-10-27,CA,hiking,10591,1,0
2018-10-27,AU,outdoor,2426,1,0
2018-10-28,AU,retail,3661,1,0
2018-10-28,AU,hobbies,8665,1,0
2018-10-28,CA,hiking,9492,1,0
2018-10-28,CA,camping,9419,1,0
2018-10-28,AU,outdoor,1011,1,0
2018-10-29,CA,hiking,9766,1,0
2018-10-29,AU,hobbies,8675,1,0
2018-10-29,CA,camping,9704,1,0
2018-10-29,AU,retail,3311,1,0
2018-10-29,AU,outdoor,4598,1,0
2018-10-30,AU,hobbies,9199,1,0
2018-10-30,CA,camping,9903,1,0
2018-10-30,CA,hiking,11307,1,0
2018-10-30,AU,outdoor,4261,1,0
2018-10-30,AU,retail,4040,1,0
2018-10-31,CA,hiking,10638,1,0
2018-10-31,CA,camping,10911,1,0
2018-10-31,AU,hobbies,8654,1,0
2018-10-31,AU,outdoor,1867,1,0
2018-10-31,AU,retail,2448,1,0
2018-11-01,AU,outdoor,2512,1,0
2018-11-01,AU,retail,3877,1,0
2018-11-01,CA,hiking,10120,1,0
2018-11-01,AU,hobbies,7477,1,0
2018-11-01,CA,camping,11378,1,0
2018-11-02,AU,hobbies,8312,1,0
2018-11-02,CA,hiking,12506,1,0
2018-11-02,AU,retail,3244,1,0
2018-11-02,AU,outdoor,2845,1,0
2018-11-02,CA,camping,11756,1,0
2018-11-03,CA,camping,9717,1,0
2018-11-03,AU,outdoor,4032,1,0
2018-11-03,CA,hiking,9849,1,0
2018-11-03,AU,hobbies,8731,1,0
2018-11-03,AU,retail,1678,1,0
2018-11-04,AU,hobbies,8354,1,0
2018-11-04,AU,outdoor,1812,1,0
2018-11-04,AU,retail,4902,1,0
2018-11-04,CA,hiking,9908,1,0
2018-11-04,CA,camping,10226,1,0
2018-11-05,AU,outdoor,3757,1,0
2018-11-05,AU,hobbies,7983,1,0
2018-11-05,CA,hiking,11422,1,0
2018-11-05,AU,retail,3460,1,0
2018-11-05,CA,camping,10726,1,0
2018-11-06,CA,camping,11151,1,0
2018-11-06,CA,hiking,9764,1,0
2018-11-06,AU,retail,4153,1,0
2018-11-06,AU,outdoor,3686,1,0
2018-11-06,AU,hobbies,8623,1,0
2018-11-07,AU,hobbies,8243,1,0
2018-11-07,CA,hiking,8954,1,0
2018-11-07,CA,camping,10467,1,0
2018-11-07,AU,retail,2518,1,0
2018-11-07,AU,outdoor,3529,1,0
2018-11-08,CA,hiking,10448,1,0
2018-11-08,AU,retail,1454,1,0
2018-11-08,AU,outdoor,1795,1,0
2018-11-08,CA,camping,10455,1,0
2018-11-08,AU,hobbies,6329,1,0
2018-11-09,AU,outdoor,3697,1,0
2018-11-09,CA,camping,9990,1,0
2018-11-09,AU,retail,4563,1,0
2018-11-09,AU,hobbies,7202,1,0
2018-11-09,CA,hiking,12323,1,0
2018-11-10,CA,camping,10926,1,0
2018-11-10,CA,hiking,10767,1,0
2018-11-10,AU,outdoor,3075,1,0
2018-11-10,AU,hobbies,6947,1,0
2018-11-10,AU,retail,3888,1,0
2018-11-11,CA,hiking,10600,1,0
2018-11-11,AU,outdoor,2064,1,0
2018-11-11,AU,hobbies,8202,1,0
2018-11-11,CA,camping,10015,1,0
2018-11-11,AU,retail,3372,1,0
2018-11-12,AU,outdoor,3267,1,0
2018-11-12,CA,hiking,9541,1,0
2018-11-12,AU,hobbies,9014,1,0
2018-11-12,CA,camping,11867,1,0
2018-11-12,AU,retail,2908,1,0
2018-11-13,CA,hiking,9876,1,0
2018-11-13,CA,camping,11860,1,0
2018-11-13,AU,outdoor,3258,1,0
2018-11-13,AU,hobbies,8588,1,0
2018-11-13,AU,retail,2822,1,0
2018-11-14,AU,hobbies,9107,1,0
2018-11-14,AU,retail,2353,1,0
2018-11-14,CA,hiking,11505,1,0
2018-11-14,CA,camping,10839,1,0
2018-11-14,AU,outdoor,3430,1,0
2018-11-15,AU,hobbies,7857,1,0
2018-11-15,CA,hiking,11806,1,0
2018-11-15,AU,retail,3387,1,0
2018-11-15,CA,camping,9619,1,0
2018-11-15,AU,outdoor,462,1,0
2018-11-16,AU,retail,4176,1,0
2018-11-16,CA,hiking,10559,1,0
2018-11-16,CA,camping,11223,1,0
2018-11-16,AU,outdoor,2636,1,0
2018-11-16,AU,hobbies,8308,1,0
2018-11-17,AU,hobbies,6800,1,0
2018-11-17,CA,camping,829,1,0
2018-11-17,AU,retail,4063,1,0
2018-11-17,CA,hiking,10767,1,0
2018-11-17,AU,outdoor,4259,1,0
2018-11-18,CA,camping,10289,1,0
2018-11-18,AU,retail,2510,1,0
2018-11-18,CA,hiking,11293,1,0
2018-11-18,AU,outdoor,1052,1,0
2018-11-18,AU,hobbies,8709,1,0
2018-11-19,CA,camping,11547,1,0
2018-11-19,AU,hobbies,8256,1,0
2018-11-19,AU,outdoor,3071,1,0
2018-11-19,CA,hiking,13047,1,0
2018-11-19,AU,retail,4336,1,0
2018-11-20,CA,hiking,12391,1,0
2018-11-20,CA,camping,9716,1,0
2018-11-20,AU,retail,3949,1,0
2018-11-20,AU,outdoor,2980,1,0
2018-11-20,AU,hobbies,5293,1,0
2018-11-21,AU,hobbies,7216,1,0
2018-11-21,AU,retail,3333,1,0
2018-11-21,AU,outdoor,1962,1,0
2018-11-21,CA,camping,9313,1,0
2018-11-21,CA,hiking,12417,1,0
2018-11-22,AU,retail,3043,1,0
2018-11-22,CA,hiking,0,1,0
2018-11-22,CA,camping,10778,1,0
2018-11-22,AU,outdoor,2888,1,0
2018-11-22,AU,hobbies,0,1,0
2018-11-23,AU,retail,4388,1,0
2018-11-23,CA,camping,10808,1,0
2018-11-23,AU,outdoor,2687,1,0
2018-11-23,AU,hobbies,8106,1,0
2018-11-23,CA,hiking,12842,1,0
2018-11-24,CA,camping,9443,1,0
2018-11-24,CA,hiking,12837,1,0
2018-11-24,AU,outdoor,1595,1,0
2018-11-24,AU,retail,4337,1,0
2018-11-24,AU,hobbies,7595,1,0
2018-11-25,CA,camping,9196,1,0
2018-11-25,AU,retail,2915,1,0
2018-11-25,CA,hiking,12759,1,0
2018-11-25,AU,hobbies,7671,1,0
2018-11-25,AU,outdoor,0,1,0
2018-11-26,CA,camping,8501,1,0
2018-11-26,CA,hiking,11267,1,0
2018-11-26,AU,hobbies,7012,1,0
2018-11-26,AU,outdoor,2886,1,0
2018-11-26,AU,retail,6037,1,0
2018-11-27,CA,camping,9421,1,0
2018-11-27,AU,hobbies,6138,1,0
2018-11-27,CA,hiking,12601,1,0
2018-11-27,AU,outdoor,3510,1,0
2018-11-27,AU,retail,3517,1,0
2018-11-28,CA,camping,9742,1,0
2018-11-28,AU,hobbies,7577,1,0
2018-11-28,AU,retail,3628,1,0
2018-11-28,AU,outdoor,3397,1,0
2018-11-28,CA,hiking,10967,1,0
2018-11-29,CA,hiking,13222,1,0
2018-11-29,AU,outdoor,2263,1,0
2018-11-29,AU,retail,3029,1,0
2018-11-29,CA,camping,0,1,0
2018-11-29,AU,hobbies,8987,1,0
2018-11-30,AU,outdoor,3750,1,0
2018-11-30,CA,camping,7549,1,0
2018-11-30,AU,hobbies,7061,1,0
2018-11-30,AU,retail,5052,1,0
2018-11-30,CA,hiking,12732,1,0
2018-12-01,AU,retail,3743,1,0
2018-12-01,AU,outdoor,1269,1,0
2018-12-01,AU,hobbies,6965,1,0
2018-12-01,CA,camping,7619,1,0
2018-12-01,CA,hiking,11192,1,0
2018-12-02,AU,hobbies,6675,1,0
2018-12-02,CA,camping,7870,1,0
2018-12-02,AU,outdoor,1949,1,0
2018-12-02,CA,hiking,11962,1,0
2018-12-02,AU,retail,4556,1,0
2018-12-03,CA,camping,8125,1,0
2018-12-03,CA,hiking,13856,1,0
2018-12-03,AU,hobbies,7446,1,0
2018-12-03,AU,retail,4948,1,0
2018-12-03,AU,outdoor,3401,1,0
2018-12-04,CA,camping,7727,1,0
2018-12-04,AU,hobbies,7450,1,0
2018-12-04,AU,outdoor,2455,1,0
2018-12-04,CA,hiking,12915,1,0
2018-12-04,AU,retail,3914,1,0
2018-12-05,CA,camping,7524,1,0
2018-12-05,AU,hobbies,7263,1,0
2018-12-05,AU,outdoor,2549,1,0
2018-12-05,CA,hiking,13972,1,0
2018-12-05,AU,retail,3152,1,0
2018-12-06,AU,outdoor,2873,1,0
2018-12-06,CA,hiking,12604,1,0
2018-12-06,AU,hobbies,7096,1,0
2018-12-06,CA,camping,6821,1,0
2018-12-06,AU,retail,3377,1,0
2018-12-07,CA,camping,9070,1,0
2018-12-07,AU,outdoor,4254,1,0
2018-12-07,AU,retail,3051,1,0
2018-12-07,CA,hiking,13086,1,0
2018-12-07,AU,hobbies,5640,1,0
2018-12-08,CA,camping,8404,1,0
2018-12-08,AU,outdoor,3274,1,0
2018-12-08,AU,retail,2484,1,0
2018-12-08,CA,hiking,13263,1,0
2018-12-08,AU,hobbies,9286,1,0
2018-12-09,AU,outdoor,3096,1,0
2018-12-09,AU,retail,3866,1,0
2018-12-09,CA,hiking,13371,1,0
2018-12-09,CA,camping,7060,1,0
2018-12-09,AU,hobbies,6737,1,0
2018-12-10,AU,hobbies,7230,1,0
2018-12-10,CA,camping,8400,1,0
2018-12-10,AU,outdoor,3581,1,0
2018-12-10,AU,retail,4099,1,0
2018-12-10,CA,hiking,11969,1,0
2018-12-11,CA,camping,7575,1,0
2018-12-11,AU,outdoor,2948,1,0
2018-12-11,CA,hiking,11443,1,0
2018-12-11,AU,retail,3377,1,0
2018-12-11,AU,hobbies,6769,1,0
2018-12-12,AU,outdoor,2899,1,0
2018-12-12,CA,hiking,10175,1,0
2018-12-12,CA,camping,8155,1,0
2018-12-12,AU,hobbies,7240,1,0
2018-12-12,AU,retail,3018,1,0
2018-12-13,AU,outdoor,2906,1,0
2018-12-13,AU,hobbies,7919,1,0
2018-12-13,CA,camping,8670,1,0
2018-12-13,CA,hiking,10711,1,0
2018-12-13,AU,retail,2257,1,0
2018-12-14,CA,hiking,12001,1,0
2018-12-14,AU,hobbies,7959,1,0
2018-12-14,CA,camping,8293,1,0
2018-12-14,AU,retail,5029,1,0
2018-12-14,AU,outdoor,2747,1,0
2018-12-15,CA,camping,8304,1,0
2018-12-15,AU,retail,2986,1,0
2018-12-15,CA,hiking,11695,1,0
2018-12-15,AU,hobbies,7392,1,0
2018-12-15,AU,outdoor,3501,1,0
2018-12-16,AU,hobbies,8057,1,0
2018-12-16,AU,outdoor,2583,1,0
2018-12-16,AU,retail,2814,1,0
2018-12-16,CA,camping,8328,1,0
2018-12-16,CA,hiking,11021,1,0
2018-12-17,AU,outdoor,4776,1,0
2018-12-17,AU,hobbies,8085,1,0
2018-12-17,CA,hiking,12484,1,0
2018-12-17,CA,camping,7339,1,0
2018-12-17,AU,retail,5628,1,0
2018-12-18,AU,outdoor,3951,1,0
2018-12-18,CA,camping,8273,1,0
2018-12-18,CA,hiking,10226,1,0
2018-12-18,AU,hobbies,8989,1,0
2018-12-18,AU,retail,4730,1,0
2018-12-19,CA,hiking,10512,1,0
2018-12-19,CA,camping,5719,1,0
2018-12-19,AU,retail,2084,1,0
2018-12-19,AU,outdoor,2451,1,0
2018-12-19,AU,hobbies,8883,1,0
2018-12-20,AU,hobbies,8159,1,0
2018-12-20,CA,camping,7401,1,0
2018-12-20,AU,outdoor,3231,1,0
2018-12-20,AU,retail,4781,1,0
2018-12-20,CA,hiking,10924,1,0
2018-12-21,CA,camping,8172,1,0
2018-12-21,AU,retail,3775,1,0
2018-12-21,AU,hobbies,8728,1,0
2018-12-21,CA,hiking,10140,1,0
2018-12-21,AU,outdoor,4352,1,0
2018-12-22,AU,outdoor,2876,1,0
2018-12-22,AU,retail,4303,1,0
2018-12-22,AU,hobbies,8142,1,0
2018-12-22,CA,hiking,11397,1,0
2018-12-22,CA,camping,9378,1,0
2018-12-23,AU,retail,3871,1,0
2018-12-23,AU,hobbies,10352,1,0
2018-12-23,CA,camping,8618,1,0
2018-12-23,CA,hiking,9340,1,0
2018-12-23,AU,outdoor,3837,1,0
2018-12-24,CA,camping,8872,1,0
2018-12-24,AU,hobbies,9768,1,0
2018-12-24,AU,retail,4687,1,0
2018-12-24,AU,outdoor,4268,1,0
2018-12-24,CA,hiking,10325,1,0
2018-12-25,CA,hiking,10314,1,0
2018-12-25,AU,retail,2905,1,0
2018-12-25,CA,camping,8038,1,0
2018-12-25,AU,hobbies,7787,1,0
2018-12-25,AU,outdoor,3628,1,0
2018-12-26,CA,camping,7329,1,0
2018-12-26,AU,outdoor,2988,1,0
2018-12-26,AU,retail,2346,1,0
2018-12-26,CA,hiking,10086,1,0
2018-12-26,AU,hobbies,9052,1,0
2018-12-27,AU,retail,3199,1,0
2018-12-27,CA,camping,7038,1,0
2018-12-27,AU,outdoor,3774,1,0
2018-12-27,CA,hiking,10900,1,0
2018-12-27,AU,hobbies,10229,1,0
2018-12-28,AU,hobbies,9930,1,0
2018-12-28,CA,hiking,9537,1,0
2018-12-28,AU,retail,5001,1,0
2018-12-28,AU,outdoor,3625,1,0
2018-12-28,CA,camping,8315,1,0
2018-12-29,AU,hobbies,8600,1,0
2018-12-29,AU,retail,4586,1,0
2018-12-29,CA,hiking,10334,1,0
2018-12-29,AU,outdoor,4003,1,0
2018-12-29,CA,camping,9782,1,0
2018-12-30,AU,retail,4268,1,0
2018-12-30,CA,hiking,9788,1,0
2018-12-30,AU,outdoor,4024,1,0
2018-12-30,AU,hobbies,8541,1,0
2018-12-30,CA,camping,7619,1,0
2018-12-31,AU,outdoor,4151,1,0
2018-12-31,AU,retail,4690,1,0
2018-12-31,AU,hobbies,9748,1,0
2018-12-31,CA,hiking,9014,1,0
2018-12-31,CA,camping,8849,1,0
2019-01-01,CA,camping,8786,1,0
2019-01-01,AU,retail,4515,1,0
2019-01-01,AU,hobbies,9606,1,0
2019-01-01,CA,hiking,8379,1,0
2019-01-01,AU,outdoor,2180,1,0
2019-01-02,AU,hobbies,7978,1,0
2019-01-02,AU,retail,2994,1,0
2019-01-02,CA,hiking,8287,1,0
2019-01-02,CA,camping,8251,1,0
2019-01-02,AU,outdoor,4406,1,0
2019-01-03,CA,hiking,9866,1,0
2019-01-03,AU,hobbies,10053,1,0
2019-01-03,CA,camping,9401,1,0
2019-01-03,AU,outdoor,0,1,0
2019-01-03,AU,retail,3621,1,0
2019-01-04,CA,hiking,9803,1,0
2019-01-04,CA,camping,8643,1,0
2019-01-04,AU,retail,4390,1,0
2019-01-04,AU,hobbies,10628,1,0
2019-01-04,AU,outdoor,4228,1,0
2019-01-05,AU,retail,5631,1,0
2019-01-05,CA,hiking,7795,1,0
2019-01-05,CA,camping,8381,1,0
2019-01-05,AU,outdoor,4230,1,0
2019-01-05,AU,hobbies,9593,1,0
2019-01-06,CA,camping,7252,1,0
2019-01-06,AU,retail,3940,1,0
2019-01-06,AU,outdoor,5711,1,0
2019-01-06,AU,hobbies,9107,1,0
2019-01-06,CA,hiking,9699,1,0
2019-01-07,AU,outdoor,3611,1,0
2019-01-07,CA,camping,9268,1,0
2019-01-07,CA,hiking,9228,1,0
2019-01-07,AU,retail,5970,1,0
2019-01-07,AU,hobbies,9844,1,0
2019-01-08,CA,hiking,9479,1,0
2019-01-08,CA,camping,8926,1,0
2019-01-08,AU,outdoor,2426,1,0
2019-01-08,AU,hobbies,7786,1,0
2019-01-08,AU,retail,4333,1,0
2019-01-09,AU,retail,4220,1,0
2019-01-09,CA,hiking,9935,1,0
2019-01-09,AU,hobbies,8506,1,0
2019-01-09,AU,outdoor,2157,1,0
2019-01-09,CA,camping,9434,1,0
2019-01-10,AU,retail,3514,1,0
2019-01-10,AU,hobbies,8306,1,0
2019-01-10,CA,hiking,8616,1,0
2019-01-10,CA,camping,8362,1,0
2019-01-10,AU,outdoor,4708,1,0
2019-01-11,CA,camping,692,1,0
2019-01-11,CA,hiking,8704,1,0
2019-01-11,AU,outdoor,5133,1,0
2019-01-11,AU,retail,5074,1,0
2019-01-11,AU,hobbies,10492,1,0
2019-01-12,CA,camping,10116,1,0
2019-01-12,CA,hiking,8841,1,0
2019-01-12,AU,outdoor,4190,1,0
2019-01-12,AU,retail,4003,1,0
2019-01-12,AU,hobbies,9521,1,0
2019-01-13,CA,camping,9092,1,0
2019-01-13,AU,outdoor,4344,1,0
2019-01-13,AU,retail,5684,1,0
2019-01-13,CA,hiking,9429,1,0
2019-01-13,AU,hobbies,8816,1,0
2019-01-14,CA,camping,9251,1,0
2019-01-14,AU,retail,2897,1,0
2019-01-14,AU,outdoor,3290,1,0
2019-01-14,AU,hobbies,10470,1,0
2019-01-14,CA,hiking,10048,1,0
2019-01-15,CA,camping,8435,1,0
2019-01-15,AU,outdoor,3714,1,0
2019-01-15,AU,retail,4406,1,0
2019-01-15,CA,hiking,9818,1,0
2019-01-15,AU,hobbies,10597,1,0
2019-01-16,AU,retail,4420,1,0
2019-01-16,AU,hobbies,8429,1,0
2019-01-16,AU,outdoor,3068,1,0
2019-01-16,CA,hiking,10304,1,0
2019-01-16,CA,camping,7556,1,0
2019-01-17,AU,hobbies,8053,1,0
2019-01-17,CA,camping,9378,1,0
2019-01-17,AU,retail,5418,1,0
2019-01-17,CA,hiking,9742,1,0
2019-01-17,AU,outdoor,0,1,0
2019-01-18,CA,hiking,9961,1,0
2019-01-18,AU,outdoor,4300,1,0
2019-01-18,AU,hobbies,8937,1,0
2019-01-18,CA,camping,9022,1,0
2019-01-18,AU,retail,5284,1,0
2019-01-19,CA,hiking,8637,1,0
2019-01-19,AU,hobbies,10266,1,0
2019-01-19,AU,outdoor,3768,1,0
2019-01-19,CA,camping,9113,1,0
2019-01-19,AU,retail,4388,1,0
2019-01-20,CA,camping,9418,1,0
2019-01-20,AU,outdoor,2569,1,0
2019-01-20,AU,retail,3222,1,0
2019-01-20,CA,hiking,9559,1,0
2019-01-20,AU,hobbies,10224,1,0
2019-01-21,CA,hiking,10553,1,0
2019-01-21,AU,retail,4779,1,0
2019-01-21,AU,outdoor,4427,1,0
2019-01-21,AU,hobbies,8642,1,0
2019-01-21,CA,camping,9488,1,0
2019-01-22,AU,hobbies,403,1,0
2019-01-22,CA,hiking,10424,1,0
2019-01-22,CA,camping,7660,1,0
2019-01-22,AU,retail,3748,1,0
2019-01-22,AU,outdoor,3831,1,0
2019-01-23,AU,hobbies,7043,1,0
2019-01-23,CA,hiking,8443,1,0
2019-01-23,AU,outdoor,3761,1,0
2019-01-23,AU,retail,3167,1,0
2019-01-23,CA,camping,10048,1,0
2019-01-24,AU,retail,4256,1,0
2019-01-24,AU,hobbies,7780,1,0
2019-01-24,CA,hiking,9845,1,0
2019-01-24,AU,outdoor,2628,1,0
2019-01-24,CA,camping,406,1,0
2019-01-25,AU,outdoor,4456,1,0
2019-01-25,AU,hobbies,8006,1,0
2019-01-25,AU,retail,5652,1,0
2019-01-25,CA,hiking,10255,1,0
2019-01-25,CA,camping,9777,1,0
2019-01-26,AU,retail,6732,1,0
2019-01-26,AU,outdoor,3041,1,0
2019-01-26,CA,hiking,8794,1,0
2019-01-26,CA,camping,8404,1,0
2019-01-26,AU,hobbies,6534,1,0
2019-01-27,AU,retail,519,1,0
2019-01-27,AU,outdoor,4095,1,0
2019-01-27,CA,hiking,10253,1,0
2019-01-27,CA,camping,8103,1,0
2019-01-27,AU,hobbies,8208,1,0
2019-01-28,CA,hiking,10589,1,0
2019-01-28,CA,camping,8795,1,0
2019-01-28,AU,outdoor,3419,1,0
2019-01-28,AU,hobbies,8178,1,0
2019-01-28,AU,retail,6993,1,0
2019-01-29,AU,outdoor,4387,1,0
2019-01-29,AU,retail,5156,1,0
2019-01-29,CA,hiking,11429,1,0
2019-01-29,CA,camping,7638,1,0
2019-01-29,AU,hobbies,8504,1,0
2019-01-30,AU,retail,3556,1,0
2019-01-30,CA,hiking,10934,1,0
2019-01-30,AU,hobbies,8327,1,0
2019-01-30,CA,camping,7349,1,0
2019-01-30,AU,outdoor,3772,1,0
2019-01-31,CA,hiking,11009,1,0
2019-01-31,AU,hobbies,6293,1,0
2019-01-31,AU,outdoor,3911,1,0
2019-01-31,CA,camping,8339,1,0
2019-01-31,AU,retail,4662,1,0
2019-02-01,AU,outdoor,4681,1,0
2019-02-01,CA,hiking,8720,1,0
2019-02-01,AU,retail,4880,1,0
2019-02-01,AU,hobbies,8215,1,0
2019-02-01,CA,camping,7430,1,0
