abb,year,turnout,policy_edr,policy_mail_in,policy_motor
WV,1992,50.22936248779297,0.0,1.0,1.0
WV,1996,46.002525329589844,0.0,1.0,1.0
WV,2000,46.09861755371094,0.0,1.0,1.0
WV,2004,53.400001525878906,0.0,1.0,1.0
WV,2008,49.099998474121094,0.0,1.0,1.0
WV,2012,45.5,0.0,1.0,1.0
WI,1920,46.00253677368164,0.0,0.0,0.0
WI,1924,51.82987976074219,0.0,0.0,0.0
WI,1928,59.10251998901367,0.0,0.0,0.0
WI,1932,61.29497528076172,0.0,0.0,0.0
WI,1936,65.60316467285156,0.0,0.0,0.0
WI,1940,69.62921142578125,0.0,0.0,0.0
WI,1944,63.76432800292969,0.0,0.0,0.0
WI,1948,58.52219772338867,0.0,0.0,0.0
WI,1952,71.47615051269531,0.0,0.0,0.0
WI,1956,67.37425994873047,0.0,0.0,0.0
WI,1960,73.45293426513672,0.0,0.0,0.0
WI,1964,69.06494903564453,0.0,0.0,0.0
WI,1968,66.45992279052734,0.0,0.0,0.0
WI,1972,61.78359603881836,0.0,0.0,0.0
WI,1976,66.16297149658203,1.0,1.0,0.0
WI,1980,67.91816711425781,1.0,1.0,0.0
WI,1984,64.11965942382812,1.0,1.0,0.0
WI,1988,61.70711135864258,1.0,1.0,0.0
WI,1992,68.75759887695312,1.0,1.0,0.0
WI,1996,57.22071838378906,1.0,1.0,0.0
WI,2000,65.04779815673828,1.0,1.0,0.0
WI,2004,71.5999984741211,1.0,1.0,0.0
WI,2008,69.30000305175781,1.0,1.0,0.0
WI,2012,69.30000305175781,1.0,1.0,0.0
WY,1920,46.737205505371094,0.0,0.0,0.0
WY,1924,66.24910736083984,0.0,0.0,0.0
WY,1928,64.29402160644531,0.0,0.0,0.0
WY,1932,70.54357147216797,0.0,0.0,0.0
WY,1936,70.59615325927734,0.0,0.0,0.0
WY,1940,72.21117401123047,0.0,0.0,0.0
WY,1944,61.53281784057617,0.0,0.0,0.0
WY,1948,58.30624771118164,0.0,0.0,0.0
WY,1952,71.46245574951172,0.0,0.0,0.0
WY,1956,66.93907165527344,0.0,0.0,0.0
WY,1960,73.62210845947266,0.0,0.0,0.0
WY,1964,74.33125305175781,0.0,0.0,0.0
WY,1968,65.56958770751953,0.0,0.0,0.0
WY,1972,63.29130554199219,0.0,0.0,0.0
WY,1976,58.77556228637695,0.0,0.0,0.0
WY,1980,54.37322998046875,0.0,0.0,0.0
WY,1984,58.64469909667969,0.0,0.0,0.0
WY,1988,55.26710891723633,0.0,0.0,0.0
WY,1992,61.045921325683594,0.0,0.0,0.0
WY,1996,61.1175537109375,1.0,0.0,0.0
WY,2000,58.569671630859375,1.0,0.0,0.0
WY,2004,63.70000076293945,1.0,0.0,0.0
WY,2008,60.900001525878906,1.0,0.0,0.0
WY,2012,56.79999923706055,1.0,0.0,0.0
